Volume,Open.Int,Impl Vol,Prob.Touch,BID,BX,ASK,AX,Exp,Strike,BID,BX,ASK,AX,Volume,Open.Int,Impl Vol,Prob.Touch
<empty>,63,22.15%,71.80%,12.15,T,12.27,C,18 AUG 23,325,25.08,Z,25.38,Z,81,232,23.60%,73.18%
<empty>,40,21.99%,70.03%,11.64,Z,11.82,C,18 AUG 23,326,25.65,Z,25.96,Z,<empty>,132,23.50%,71.56%
<empty>,182,21.91%,68.34%,11.26,T,11.37,C,18 AUG 23,327,26.23,Z,26.55,Z,<empty>,46,23.40%,69.95%
<empty>,4,21.79%,66.62%,10.83,T,10.94,T,18 AUG 23,328,26.83,Z,27.14,Z,<empty>,14,23.31%,68.35%
14,20,21.67%,64.90%,10.41,T,10.52,B,18 AUG 23,329,27.43,W,27.74,Z,<empty>,21,23.20%,66.74%
117,609,21.55%,63.18%,9.99,T,10.11,B,18 AUG 23,330,28.04,Z,28.36,Z,<empty>,174,23.11%,65.15%
<empty>,40,21.43%,61.48%,9.59,T,9.71,T,18 AUG 23,331,28.67,W,28.99,Z,<empty>,34,23.01%,63.57%
<empty>,8,21.32%,59.79%,9.21,T,9.31,B,18 AUG 23,332,29.31,X,29.63,Z,<empty>,18,22.93%,62.00%
25,101,21.21%,58.11%,8.83,T,8.93,B,18 AUG 23,333,29.96,Z,30.29,Z,<empty>,19,22.84%,60.45%
<empty>,30,21.09%,56.43%,8.46,T,8.56,B,18 AUG 23,334,30.62,Z,30.96,Z,<empty>,74,22.76%,58.91%
2,155,20.98%,54.77%,8.10,T,8.20,B,18 AUG 23,335,31.30,Z,31.64,Z,<empty>,5,22.68%,57.39%
3,61,20.88%,53.14%,7.76,T,7.85,B,18 AUG 23,336,31.99,Z,32.33,Z,<empty>,2,22.61%,55.89%
<empty>,188,20.77%,51.51%,7.42,C,7.51,B,18 AUG 23,337,32.70,Z,33.04,W,<empty>,11,22.55%,54.42%
<empty>,16,20.67%,49.90%,7.09,C,7.19,B,18 AUG 23,338,33.42,Z,33.76,W,4,10,22.49%,52.97%
Volume,Open.Int,Impl Vol,Prob.Touch,BID,BX,ASK,AX,Exp,Strike,BID,BX,ASK,AX,Volume,Open.Int,Impl Vol,Prob.Touch
<empty>,213,30.64%,36.78%,62.76,W,63.14,Z,15 SEP 23,255,5.46,C,5.62,X,"7,387","24,538",32.15%,39.40%
1,169,30.14%,41.02%,58.59,Z,58.97,Z,15 SEP 23,260,6.18,C,6.34,I,"6,204","79,552",31.52%,43.40%
17,884,29.59%,45.49%,54.50,T,54.83,T,15 SEP 23,265,6.99,C,7.15,X,"2,615","28,464",30.92%,47.75%
19,"10,924",29.07%,50.37%,50.50,T,50.82,I,15 SEP 23,270,7.89,C,8.06,X,"7,967","32,821",30.32%,52.42%
1,"5,358",28.55%,55.61%,46.60,T,46.91,M,15 SEP 23,275,8.90,C,9.07,W,"9,185","46,583",29.74%,57.46%
<empty>,"8,072",27.99%,61.16%,42.78,Z,43.09,I,15 SEP 23,280,10.00,C,10.18,C,"7,674","47,405",29.14%,62.81%
<empty>,"11,199",27.44%,67.09%,39.08,Z,39.38,M,15 SEP 23,285,11.23,T,11.39,D,"2,553","144,308",28.54%,68.51%
215,"1,279",27.34%,68.34%,38.37,T,38.65,X,15 SEP 23,286,11.49,T,11.68,W,82,"1,263",28.45%,69.72%
<empty>,54,27.21%,69.57%,37.63,W,37.93,A,15 SEP 23,287,11.75,T,11.92,C,938,"1,876",28.31%,70.89%
<empty>,83,27.10%,70.82%,36.91,Z,37.21,A,15 SEP 23,288,12.02,T,12.19,C,901,"1,142",28.19%,72.10%
<empty>,16,26.99%,72.11%,36.21,T,36.49,M,15 SEP 23,289,12.29,C,12.48,D,252,341,28.08%,73.34%
11,"20,058",26.87%,73.39%,35.50,T,35.78,A,15 SEP 23,290,12.57,T,12.74,D,"6,066","32,629",27.94%,74.56%
<empty>,39,26.74%,74.68%,34.78,X,35.07,M,15 SEP 23,291,12.85,T,13.05,W,482,508,27.84%,75.83%
<empty>,18,26.62%,76.00%,34.08,Z,34.37,X,15 SEP 23,292,13.14,T,13.34,W,44,"1,451",27.72%,77.10%
<empty>,424,26.51%,77.35%,33.39,W,33.68,M,15 SEP 23,293,13.40,X,13.64,X,34,"4,925",27.58%,78.36%
<empty>,141,26.39%,78.69%,32.70,Z,32.98,A,15 SEP 23,294,13.70,X,13.94,X,81,646,27.46%,79.66%
16,"9,240",26.29%,80.07%,32.04,T,32.30,X,15 SEP 23,295,14.01,I,14.23,I,"5,685","16,408",27.33%,80.97%
10,156,26.17%,81.46%,31.36,P,31.62,M,15 SEP 23,296,14.32,I,14.55,Z,147,"1,658",27.21%,82.30%
<empty>,235,26.04%,82.85%,30.69,T,30.94,M,15 SEP 23,297,14.63,I,14.87,W,50,488,27.09%,83.63%
<empty>,71,25.92%,84.27%,30.02,T,30.27,M,15 SEP 23,298,14.96,I,15.19,Z,143,"11,714",26.97%,84.99%
<empty>,264,25.80%,85.70%,29.36,T,29.61,M,15 SEP 23,299,15.28,X,15.52,W,<empty>,331,26.84%,86.36%
56,"44,309",25.68%,87.14%,28.70,T,28.95,D,15 SEP 23,300,15.67,X,15.86,W,110,"25,321",26.75%,87.76%
<empty>,93,25.56%,88.61%,28.05,P,28.30,M,15 SEP 23,301,15.96,I,16.20,W,96,195,26.60%,89.14%
<empty>,62,25.43%,90.09%,27.40,T,27.65,M,15 SEP 23,302,16.31,E,16.55,Z,1,170,26.48%,90.56%
<empty>,80,25.30%,91.58%,26.76,T,27.00,A,15 SEP 23,303,16.66,X,16.91,W,29,471,26.36%,91.99%
<empty>,137,25.19%,93.10%,26.13,T,26.37,A,15 SEP 23,304,17.02,I,17.27,C,58,202,26.23%,93.43%
32,"9,966",25.07%,94.63%,25.52,T,25.74,M,15 SEP 23,305,17.44,X,17.55,B,"1,972","13,578",26.09%,94.88%
2,184,24.93%,96.17%,24.87,I,25.12,M,15 SEP 23,306,17.77,I,18.02,W,5,345,26.00%,96.36%
<empty>,337,24.82%,97.74%,24.28,I,24.50,A,15 SEP 23,307,18.14,W,18.41,X,6,452,25.87%,97.85%
<empty>,266,24.70%,99.32%,23.67,I,23.89,M,15 SEP 23,308,18.53,I,18.79,Z,17,275,25.75%,99.35%
11,276,24.58%,99.16%,23.07,B,23.29,M,15 SEP 23,309,18.93,X,19.19,Z,3,246,25.63%,99.18%
642,"18,374",24.44%,97.67%,22.48,I,22.66,I,15 SEP 23,310,19.39,X,19.59,X,"2,618","5,481",25.54%,97.75%
198,143,24.33%,96.18%,21.89,I,22.10,A,15 SEP 23,311,19.74,W,20.01,X,21,400,25.39%,96.30%
143,930,24.17%,94.67%,21.33,T,21.44,T,15 SEP 23,312,20.16,Z,20.43,C,44,172,25.27%,94.85%
"2,099",234,24.04%,93.16%,20.75,T,20.86,T,15 SEP 23,313,20.59,Z,20.86,C,<empty>,319,25.15%,93.39%
<empty>,417,23.91%,91.64%,20.18,T,20.29,T,15 SEP 23,314,21.02,W,21.30,Z,<empty>,189,25.03%,91.93%
24,"15,557",23.79%,90.12%,19.62,T,19.73,T,15 SEP 23,315,21.47,Z,21.75,W,<empty>,"5,846",24.92%,90.46%
1,572,23.67%,88.59%,19.07,T,19.18,T,15 SEP 23,316,21.92,W,22.20,Z,498,507,24.80%,88.99%
<empty>,237,23.54%,87.05%,18.52,T,18.63,T,15 SEP 23,317,22.38,Z,22.67,X,<empty>,320,24.69%,87.52%
<empty>,198,23.41%,85.51%,17.98,T,18.09,T,15 SEP 23,318,22.85,Z,23.14,Z,15,216,24.57%,86.04%
2,361,23.29%,83.96%,17.45,T,17.56,T,15 SEP 23,319,23.33,Z,23.62,W,82,730,24.46%,84.56%
20,"21,907",23.13%,82.39%,16.87,I,17.04,T,15 SEP 23,320,23.82,Z,24.12,Z,2,"2,180",24.35%,83.08%
20,"1,166",23.04%,80.86%,16.41,T,16.52,T,15 SEP 23,321,24.31,W,24.61,Z,16,613,24.23%,81.59%
10,237,22.92%,79.30%,15.91,T,16.01,T,15 SEP 23,322,24.82,W,25.12,Z,<empty>,518,24.12%,80.11%
<empty>,514,22.80%,77.74%,15.41,T,15.51,T,15 SEP 23,323,25.34,W,25.64,Z,203,820,24.01%,78.63%
<empty>,47,22.68%,76.18%,14.92,T,15.02,T,15 SEP 23,324,25.86,Z,26.17,Z,324,897,23.90%,77.14%
51,"8,373",22.55%,74.61%,14.43,C,14.54,T,15 SEP 23,325,26.40,Z,26.72,Z,537,"2,378",23.80%,75.66%
58,365,22.43%,73.06%,13.97,T,14.07,T,15 SEP 23,326,26.95,Z,27.26,Z,358,"1,350",23.69%,74.18%
<empty>,229,22.31%,71.49%,13.50,T,13.60,T,15 SEP 23,327,27.51,W,27.82,Z,191,569,23.59%,72.70%
<empty>,226,22.20%,69.93%,13.05,T,13.15,T,15 SEP 23,328,28.08,W,28.39,Z,396,"1,116",23.49%,71.23%
<empty>,69,22.08%,68.37%,12.60,C,12.70,T,15 SEP 23,329,28.66,W,28.97,Z,87,"1,215",23.39%,69.76%
505,"16,823",21.97%,66.82%,12.17,T,12.27,T,15 SEP 23,330,29.25,W,29.57,Z,<empty>,841,23.30%,68.30%
44,103,21.90%,65.32%,11.74,C,11.91,A,15 SEP 23,331,29.85,Z,30.18,X,35,148,23.21%,66.85%
7,281,21.77%,63.77%,11.32,C,11.48,D,15 SEP 23,332,30.46,Z,30.79,Z,436,414,23.11%,65.40%
<empty>,251,21.66%,62.23%,10.91,T,11.07,D,15 SEP 23,333,31.09,Z,31.42,Z,421,525,23.03%,63.97%
3,90,21.52%,60.65%,10.51,T,10.62,C,15 SEP 23,334,31.72,Z,32.06,Z,175,460,22.94%,62.53%
2,"12,843",21.41%,59.12%,10.12,T,10.23,C,15 SEP 23,335,32.37,Z,32.71,Z,<empty>,422,22.86%,61.12%
1,166,21.30%,57.61%,9.74,T,9.85,C,15 SEP 23,336,33.03,Z,33.37,Z,19,447,22.78%,59.71%
<empty>,280,21.19%,56.09%,9.37,C,9.47,T,15 SEP 23,337,33.70,Z,34.05,Z,93,778,22.70%,58.32%
2,369,21.09%,54.60%,9.01,C,9.11,C,15 SEP 23,338,34.38,Z,34.73,Z,167,153,22.62%,56.94%
Volume,Open.Int,Impl Vol,Prob.Touch,BID,BX,ASK,AX,Exp,Strike,BID,BX,ASK,AX,Volume,Open.Int,Impl Vol,Prob.Touch
<empty>,258,27.69%,60.81%,44.27,Z,44.60,T,29 SEP 23,279,10.45,T,10.60,B,<empty>,175,29.27%,63.10%
1,178,27.60%,61.95%,43.54,T,43.85,T,29 SEP 23,280,10.70,C,10.84,B,99,"3,765",29.17%,64.19%
<empty>,26,27.49%,63.09%,42.79,T,43.11,T,29 SEP 23,281,10.94,C,11.08,B,<empty>,277,29.05%,65.27%
<empty>,86,27.39%,64.25%,42.05,T,42.37,T,29 SEP 23,282,11.19,C,11.33,B,1,373,28.95%,66.37%
<empty>,55,27.28%,65.41%,41.31,Z,41.63,T,29 SEP 23,283,11.44,C,11.58,B,<empty>,154,28.83%,67.48%
<empty>,11,27.19%,66.62%,40.59,T,40.91,T,29 SEP 23,284,11.69,C,11.83,B,<empty>,120,28.71%,68.59%
4,387,27.08%,67.81%,39.86,T,40.18,T,29 SEP 23,285,11.95,C,12.09,B,3,"2,510",28.60%,69.73%
<empty>,70,26.97%,69.02%,39.14,T,39.46,T,29 SEP 23,286,12.21,C,12.36,B,<empty>,91,28.48%,70.87%
<empty>,3,26.86%,70.24%,38.42,W,38.74,T,29 SEP 23,287,12.48,C,12.62,B,<empty>,106,28.36%,72.03%
<empty>,4,26.75%,71.48%,37.71,Z,38.02,T,29 SEP 23,288,12.76,C,12.90,B,<empty>,260,28.25%,73.21%
<empty>,8,26.64%,72.73%,37.00,W,37.31,T,29 SEP 23,289,13.03,C,13.18,B,1,403,28.13%,74.39%
8,108,26.56%,74.03%,36.30,Z,36.64,Z,29 SEP 23,290,13.26,X,13.46,B,102,"16,744",27.98%,75.55%
<empty>,88,26.43%,75.28%,35.60,W,35.91,T,29 SEP 23,291,13.56,N,13.74,B,1,144,27.87%,76.76%
2,3,26.33%,76.59%,34.91,T,35.22,T,29 SEP 23,292,13.84,W,14.04,B,1,217,27.75%,77.98%
<empty>,6,26.22%,77.90%,34.22,Z,34.53,T,29 SEP 23,293,14.14,W,14.33,B,<empty>,245,27.62%,79.21%
<empty>,27,26.11%,79.22%,33.54,T,33.84,T,29 SEP 23,294,14.45,I,14.67,C,1,171,27.53%,80.49%
<empty>,"1,377",25.99%,80.56%,32.86,T,33.16,T,29 SEP 23,295,14.74,W,15.01,W,4,"4,139",27.42%,81.76%
1,80,25.88%,81.91%,32.18,X,32.49,T,29 SEP 23,296,15.12,C,15.26,B,5,147,27.31%,83.03%
<empty>,60,25.77%,83.28%,31.52,T,31.82,T,29 SEP 23,297,15.43,C,15.64,W,1,431,27.22%,84.34%
<empty>,243,25.67%,84.67%,30.86,T,31.16,T,29 SEP 23,298,15.73,X,15.90,B,<empty>,258,27.04%,85.61%
<empty>,11,25.55%,86.07%,30.21,T,30.49,T,29 SEP 23,299,16.06,I,16.30,W,<empty>,14,26.97%,86.95%
3,587,25.44%,87.48%,29.56,T,29.84,T,29 SEP 23,300,16.40,X,16.57,B,65,575,26.81%,88.26%
<empty>,3,25.33%,88.91%,28.92,T,29.19,I,29 SEP 23,301,16.74,I,16.98,W,<empty>,79,26.73%,89.62%
<empty>,4,25.21%,90.35%,28.28,T,28.54,T,29 SEP 23,302,17.09,X,17.27,B,<empty>,13,26.58%,90.96%
1,4,25.09%,91.81%,27.63,T,27.91,T,29 SEP 23,303,17.44,I,17.68,W,<empty>,18,26.49%,92.34%
1,16,24.98%,93.29%,27.01,T,27.28,T,29 SEP 23,304,17.80,X,17.99,B,<empty>,43,26.34%,93.71%
5,890,24.87%,94.78%,26.38,T,26.66,T,29 SEP 23,305,18.20,C,18.36,B,"1,048",359,26.24%,95.11%
8,62,24.75%,96.28%,25.77,T,26.03,T,29 SEP 23,306,18.56,I,18.78,Z,46,451,26.14%,96.52%
<empty>,1,24.62%,97.80%,25.15,X,25.40,T,29 SEP 23,307,18.93,X,19.17,Z,<empty>,61,26.01%,97.94%
1,36,24.50%,99.33%,24.55,X,24.79,T,29 SEP 23,308,19.32,C,19.56,Z,8,20,25.90%,99.38%
7,68,24.39%,99.19%,23.95,X,24.19,T,29 SEP 23,309,19.71,I,19.97,X,6,15,25.79%,99.22%
<empty>,343,24.27%,97.75%,23.35,X,23.60,X,29 SEP 23,310,20.11,I,20.37,C,3,636,25.66%,97.84%
2,61,24.16%,96.31%,22.77,X,23.01,C,29 SEP 23,311,20.52,D,20.77,Z,<empty>,26,25.54%,96.46%
<empty>,8,24.04%,94.86%,22.19,X,22.43,X,29 SEP 23,312,20.94,X,21.19,Z,<empty>,27,25.43%,95.08%
1,12,23.92%,93.41%,21.61,X,21.86,I,29 SEP 23,313,21.37,I,21.63,X,<empty>,1,25.32%,93.69%
2,6,23.81%,91.95%,21.05,X,21.29,B,29 SEP 23,314,21.80,I,22.06,C,<empty>,14,25.20%,92.29%
6,727,23.69%,90.48%,20.49,X,20.73,X,29 SEP 23,315,22.25,W,22.50,C,10,62,25.09%,90.89%
<empty>,4,23.57%,89.01%,19.93,X,20.18,I,29 SEP 23,316,22.70,W,22.95,W,<empty>,3,24.98%,89.49%
<empty>,2,23.45%,87.54%,19.39,X,19.63,X,29 SEP 23,317,23.15,C,23.41,W,18,1,24.86%,88.08%
<empty>,3,23.34%,86.06%,18.85,I,19.09,C,29 SEP 23,318,23.57,W,23.88,W,<empty>,13,24.72%,86.66%
<empty>,1,23.22%,84.57%,18.32,X,18.56,I,29 SEP 23,319,24.04,X,24.36,X,<empty>,48,24.61%,85.25%
2,833,23.10%,83.08%,17.79,X,18.03,C,29 SEP 23,320,24.53,Z,24.84,W,7,341,24.50%,83.83%
<empty>,92,22.99%,81.59%,17.28,D,17.52,I,29 SEP 23,321,25.02,W,25.33,Z,15,12,24.39%,82.41%
<empty>,50,22.87%,80.10%,16.77,C,17.01,C,29 SEP 23,322,25.52,W,25.83,Z,12,4,24.28%,80.99%
<empty>,3,22.75%,78.60%,16.26,C,16.51,C,29 SEP 23,323,26.03,W,26.35,Z,12,2,24.17%,79.58%
<empty>,120,22.63%,77.09%,15.77,C,16.01,C,29 SEP 23,324,26.55,Z,26.87,Z,<empty>,0,24.07%,78.16%
2,"2,014",22.53%,75.60%,15.30,T,15.53,C,29 SEP 23,325,27.08,Z,27.41,X,30,140,23.97%,76.74%
<empty>,29,22.41%,74.10%,14.82,T,15.05,C,29 SEP 23,326,27.61,Z,27.94,Z,186,675,23.85%,75.32%
<empty>,8,22.30%,72.60%,14.35,T,14.58,C,29 SEP 23,327,28.16,Z,28.49,Z,137,22,23.75%,73.90%
<empty>,20,22.19%,71.10%,13.89,C,14.12,C,29 SEP 23,328,28.72,Z,29.06,Z,355,10,23.65%,72.50%
<empty>,60,22.08%,69.60%,13.44,T,13.67,C,29 SEP 23,329,29.29,Z,29.63,Z,186,40,23.56%,71.09%
<empty>,762,21.96%,68.10%,12.99,T,13.22,C,29 SEP 23,330,29.87,Z,30.21,Z,3,890,23.46%,69.68%
<empty>,13,21.85%,66.60%,12.56,T,12.78,C,29 SEP 23,331,30.46,Z,30.80,X,<empty>,4,23.36%,68.28%
<empty>,0,21.74%,65.12%,12.14,T,12.36,C,29 SEP 23,332,31.06,X,31.40,Z,2,5,23.27%,66.89%
<empty>,0,21.63%,63.63%,11.72,T,11.94,C,29 SEP 23,333,31.68,W,32.02,Z,10,444,23.18%,65.51%
<empty>,50,21.53%,62.16%,11.32,T,11.53,C,29 SEP 23,334,32.30,Z,32.65,X,50,1,23.10%,64.14%
4,360,21.41%,60.67%,10.91,T,11.12,C,29 SEP 23,335,32.93,X,33.28,Z,<empty>,634,23.01%,62.76%
<empty>,14,21.31%,59.21%,10.53,T,10.73,C,29 SEP 23,336,33.58,W,33.93,Z,<empty>,144,22.93%,61.41%
<empty>,1,21.20%,57.74%,10.14,W,10.35,C,29 SEP 23,337,34.24,W,34.59,Z,<empty>,76,22.85%,60.06%
<empty>,20,21.10%,56.30%,9.77,W,9.98,C,29 SEP 23,338,34.91,Z,35.26,X,<empty>,11,22.77%,58.73%
Volume,Open.Int,Impl Vol,Prob.Touch,BID,BX,ASK,AX,Exp,Strike,BID,BX,ASK,AX,Volume,Open.Int,Impl Vol,Prob.Touch
<empty>,59,32.35%,32.99%,84.57,Z,85.14,W,15 DEC 23,235,5.67,C,5.86,C,3,"9,630",33.97%,35.77%
<empty>,110,31.88%,36.08%,80.35,Z,80.92,W,15 DEC 23,240,6.28,C,6.48,C,45,"18,210",33.38%,38.68%
<empty>,399,31.41%,39.37%,76.18,X,76.76,Z,15 DEC 23,245,6.96,C,7.17,I,2,"8,626",32.82%,41.82%
<empty>,644,30.93%,42.85%,72.08,Z,72.65,W,15 DEC 23,250,7.70,C,7.92,C,10,"27,528",32.26%,45.13%
<empty>,301,30.47%,46.56%,68.05,Z,68.62,Z,15 DEC 23,255,8.52,C,8.76,C,1,"3,554",31.74%,48.70%
<empty>,"5,443",30.00%,50.46%,64.12,T,64.62,T,15 DEC 23,260,9.41,C,9.64,B,23,"42,836",31.19%,52.43%
<empty>,"1,507",29.52%,54.56%,60.23,T,60.72,T,15 DEC 23,265,10.38,I,10.61,C,15,"41,155",30.66%,56.38%
1,"6,784",29.05%,58.92%,56.43,T,56.91,T,15 DEC 23,270,11.42,N,11.65,X,4,"70,282",30.12%,60.52%
1,"8,311",28.56%,63.45%,52.69,T,53.17,T,15 DEC 23,275,12.56,I,12.80,I,163,"23,783",29.60%,64.92%
<empty>,"7,842",28.05%,68.21%,49.03,T,49.51,T,15 DEC 23,280,13.78,X,13.93,B,773,"32,944",29.02%,69.43%
1,"19,473",27.55%,73.22%,45.47,T,45.94,T,15 DEC 23,285,15.07,X,15.36,B,"1,185","28,560",28.53%,74.31%
16,"5,850",27.04%,78.46%,42.00,T,42.46,T,15 DEC 23,290,16.55,E,16.80,B,13,"30,661",28.03%,79.38%
<empty>,4,26.94%,79.54%,41.32,T,41.78,T,15 DEC 23,291,16.81,I,17.14,I,1,"1,368",27.93%,80.42%
<empty>,2,26.83%,80.62%,40.64,T,41.10,T,15 DEC 23,292,17.05,X,17.44,Q,<empty>,701,27.79%,81.44%
<empty>,2,26.74%,81.73%,39.97,T,40.43,T,15 DEC 23,293,17.36,Z,17.76,B,<empty>,"1,072",27.69%,82.50%
<empty>,6,26.63%,82.83%,39.30,T,39.76,T,15 DEC 23,294,17.67,Z,18.07,B,1,"1,403",27.58%,83.56%
10,"9,473",26.52%,83.95%,38.62,T,39.09,T,15 DEC 23,295,18.01,I,18.39,B,4,"10,900",27.49%,84.65%
<empty>,3,26.42%,85.08%,37.97,T,38.42,T,15 DEC 23,296,18.38,I,18.72,Q,<empty>,"2,056",27.41%,85.75%
<empty>,6,26.31%,86.22%,37.30,T,37.77,T,15 DEC 23,297,18.66,X,19.05,T,<empty>,892,27.28%,86.83%
<empty>,91,26.21%,87.37%,36.66,T,37.11,T,15 DEC 23,298,18.98,I,19.38,B,<empty>,760,27.17%,87.93%
<empty>,14,26.11%,88.53%,36.01,T,36.46,T,15 DEC 23,299,19.32,X,19.72,B,<empty>,"1,454",27.07%,89.04%
<empty>,"19,526",26.00%,89.70%,35.37,T,35.81,T,15 DEC 23,300,19.76,X,20.02,B,6,"57,531",26.99%,90.18%
<empty>,7,25.89%,90.88%,34.72,T,35.17,T,15 DEC 23,301,20.02,X,20.41,B,<empty>,702,26.86%,91.30%
<empty>,1,25.79%,92.07%,34.09,T,34.54,T,15 DEC 23,302,20.35,I,20.76,B,<empty>,321,26.75%,92.43%
<empty>,3,25.68%,93.27%,33.46,T,33.90,T,15 DEC 23,303,20.72,X,21.12,B,<empty>,54,26.65%,93.59%
<empty>,9,25.60%,94.50%,32.88,T,33.28,D,15 DEC 23,304,21.09,X,21.49,B,35,269,26.55%,94.75%
758,"14,091",25.50%,95.72%,32.26,T,32.66,D,15 DEC 23,305,21.56,I,21.82,B,840,"15,776",26.48%,95.92%
126,2,25.40%,96.96%,31.65,T,32.04,D,15 DEC 23,306,21.84,X,22.24,Z,151,152,26.35%,97.10%
<empty>,5,25.29%,98.20%,31.04,T,31.43,D,15 DEC 23,307,22.23,X,22.63,Z,1,656,26.25%,98.29%
1,"1,008",25.17%,99.46%,30.41,T,30.82,D,15 DEC 23,308,22.61,X,23.01,Z,18,227,26.14%,99.48%
<empty>,20,25.04%,99.33%,29.81,C,30.16,I,15 DEC 23,309,23.00,X,23.40,Z,6,79,26.03%,99.35%
<empty>,"26,189",24.92%,98.16%,29.24,C,29.51,X,15 DEC 23,310,23.49,N,23.77,B,23,"26,689",25.96%,98.21%
<empty>,10,24.80%,96.98%,28.60,I,28.94,D,15 DEC 23,311,23.79,X,24.21,N,24,127,25.83%,97.07%
5,40,24.71%,95.80%,28.03,T,28.36,C,15 DEC 23,312,24.22,X,24.62,N,13,91,25.73%,95.92%
<empty>,5,24.59%,94.62%,27.43,D,27.77,D,15 DEC 23,313,24.63,I,25.04,Z,222,191,25.63%,94.77%
<empty>,15,24.50%,93.43%,26.88,C,27.21,A,15 DEC 23,314,25.05,X,25.47,Z,<empty>,175,25.53%,93.62%
"2,021","13,450",24.39%,92.24%,26.33,T,26.60,X,15 DEC 23,315,25.54,I,25.90,I,4,"18,059",25.45%,92.47%
1,3,24.28%,91.05%,25.73,B,26.07,X,15 DEC 23,316,25.93,I,26.35,Z,1,159,25.34%,91.31%
<empty>,61,24.18%,89.85%,25.16,I,25.52,T,15 DEC 23,317,26.37,I,26.79,Z,<empty>,"2,172",25.23%,90.15%
<empty>,2,24.08%,88.65%,24.62,B,24.96,C,15 DEC 23,318,26.81,I,27.23,I,78,"1,424",25.12%,88.99%
9,"1,024",23.96%,87.44%,24.06,M,24.41,T,15 DEC 23,319,27.25,X,27.69,N,1,288,25.01%,87.82%
6,"9,428",23.86%,86.24%,23.52,M,23.87,T,15 DEC 23,320,27.71,I,28.17,Z,7,"9,142",24.92%,86.66%
<empty>,"2,290",23.78%,85.04%,23.03,T,23.34,D,15 DEC 23,321,28.18,N,28.63,Z,<empty>,263,24.81%,85.49%
<empty>,144,23.67%,83.82%,22.48,B,22.81,B,15 DEC 23,322,28.66,Z,29.13,X,<empty>,235,24.73%,84.33%
<empty>,282,23.55%,82.60%,21.94,I,22.28,X,15 DEC 23,323,29.15,Q,29.61,Z,<empty>,105,24.63%,83.16%
<empty>,135,23.46%,81.40%,21.44,B,21.77,C,15 DEC 23,324,29.64,Z,30.11,W,<empty>,190,24.53%,81.99%
4,"9,449",23.35%,80.18%,20.91,D,21.26,C,15 DEC 23,325,30.14,Z,30.61,Z,2,"3,583",24.43%,80.82%
2,121,23.24%,78.96%,20.41,I,20.75,I,15 DEC 23,326,30.64,Z,31.12,Z,<empty>,37,24.33%,79.65%
1,128,23.15%,77.74%,19.91,I,20.26,C,15 DEC 23,327,31.17,Z,31.65,Z,<empty>,119,24.25%,78.49%
<empty>,110,23.04%,76.52%,19.42,I,19.76,I,15 DEC 23,328,31.69,Z,32.17,Z,<empty>,88,24.15%,77.32%
<empty>,125,22.94%,75.30%,18.94,C,19.27,I,15 DEC 23,329,32.22,X,32.70,Z,<empty>,39,24.06%,76.15%
3,"9,186",22.84%,74.08%,18.45,C,18.79,I,15 DEC 23,330,32.77,Z,33.25,W,1,"2,514",23.97%,74.99%
<empty>,77,22.74%,72.87%,17.99,C,18.32,I,15 DEC 23,331,33.33,N,33.81,Z,<empty>,548,23.89%,73.83%
<empty>,116,22.66%,71.66%,17.55,C,17.86,I,15 DEC 23,332,33.89,Z,34.38,Z,<empty>,74,23.81%,72.68%
<empty>,135,22.60%,70.48%,17.17,C,17.40,T,15 DEC 23,333,34.45,Z,34.94,Z,<empty>,150,23.71%,71.51%
<empty>,144,22.50%,69.27%,16.72,C,16.95,T,15 DEC 23,334,35.03,Z,35.52,Z,<empty>,6,23.63%,70.36%
"8,760","10,746",22.34%,67.99%,16.17,I,16.47,T,15 DEC 23,335,35.62,Z,36.11,Z,<empty>,791,23.54%,69.21%
1,65,22.25%,66.79%,15.73,C,16.06,T,15 DEC 23,336,36.22,Z,36.71,Z,<empty>,149,23.46%,68.06%
<empty>,116,22.20%,65.64%,15.40,T,15.63,T,15 DEC 23,337,36.81,Z,37.31,Z,<empty>,4,23.37%,66.91%
<empty>,114,22.06%,64.38%,14.88,I,15.21,T,15 DEC 23,338,37.44,N,37.92,Z,<empty>,3,23.30%,65.78%
Volume,Open.Int,Impl Vol,Prob.Touch,BID,BX,ASK,AX,Exp,Strike,BID,BX,ASK,AX,Volume,Open.Int,Impl Vol,Prob.Touch
<empty>,46,27.60%,67.29%,50.16,T,50.67,X,29 DEC 23,279,13.81,C,14.22,Z,<empty>,15,29.00%,69.11%
<empty>,43,27.51%,68.27%,49.44,T,49.95,T,29 DEC 23,280,14.07,C,14.48,W,8,86,28.90%,70.05%
<empty>,2,27.42%,69.26%,48.73,T,49.24,T,29 DEC 23,281,14.33,C,14.72,I,<empty>,6,28.79%,70.96%
30,"1,206",27.34%,70.27%,48.04,T,48.52,T,29 DEC 23,282,14.59,C,14.98,N,<empty>,28,28.68%,71.90%
<empty>,239,27.23%,71.25%,47.31,T,47.81,T,29 DEC 23,283,14.86,C,15.25,N,<empty>,2,28.58%,72.86%
<empty>,0,27.14%,72.26%,46.60,T,47.11,T,29 DEC 23,284,15.12,C,15.53,I,<empty>,2,28.48%,73.81%
<empty>,736,27.05%,73.29%,45.90,T,46.41,X,29 DEC 23,285,15.41,C,15.81,D,<empty>,70,28.39%,74.79%
