Stock quote and option quote for SPY on 3/28/23 22:19:09

UNDERLYING
LAST,LX,Net Chng,BID,BX,ASK,AX,Size,Volume,Open,High,Low
395.60,P,-.89,397.60, ,397.76, ,"3,000 x 5,000","62,871,680",395.77,396.49,393.69

UNDERLYING EXTRA INFO
Last Size,Yield,PE,Div,Div.Freq,Ex Div.Date,52High,52Low,Shares,Beta
0,1.52%,72.72,1.506,Q,3/17/23,461.195,348.11,"856,432,000",1

28 MAR 23  (-1)  100

29 MAR 23  (0)  100 (Weeklys)

30 MAR 23  (1)  100

31 MAR 23  (2)  100 (Quarterlys)
,,Volume,Open.Int,Impl Vol,Prob.Touch,BID,BX,ASK,AX,Exp,Strike,BID,BX,ASK,AX,Volume,Open.Int,Impl Vol,Prob.Touch,,
,,4,101,22.03%,66.42%,37.02,X,37.46,X,18 AUG 23,375,10.82,E,10.90,N,118,"4,854",22.83%,67.69%,,
,,2,152,21.50%,72.95%,33.36,X,33.77,X,18 AUG 23,380,12.11,Z,12.19,N,63,"2,439",22.31%,74.03%,,
,,<empty>,11,21.40%,74.32%,32.65,X,33.05,X,18 AUG 23,381,12.38,E,12.46,N,10,"1,088",22.20%,75.35%,,
,,<empty>,205,21.29%,75.70%,31.93,X,32.33,X,18 AUG 23,382,12.66,E,12.74,N,10,"1,074",22.09%,76.69%,,
,,<empty>,11,21.19%,77.11%,31.23,X,31.62,X,18 AUG 23,383,12.95,Z,13.02,N,12,436,21.99%,78.05%,,
,,<empty>,159,21.07%,78.53%,30.52,X,30.91,X,18 AUG 23,384,13.23,N,13.31,N,10,446,21.88%,79.42%,,
,,2,950,20.96%,79.97%,29.82,X,30.21,X,18 AUG 23,385,13.53,Z,13.61,N,"2,128","2,953",21.77%,80.81%,,
,,<empty>,"2,882",20.85%,81.43%,29.13,X,29.51,X,18 AUG 23,386,13.83,Z,13.91,N,12,836,21.66%,82.23%,,
,,2,873,20.74%,82.92%,28.44,X,28.82,X,18 AUG 23,387,14.14,Z,14.22,N,22,625,21.56%,83.65%,,
,,<empty>,124,20.63%,84.43%,27.76,X,28.14,X,18 AUG 23,388,14.45,Z,14.53,N,10,992,21.45%,85.10%,,
,,<empty>,"1,220",20.52%,85.95%,27.08,X,27.46,X,18 AUG 23,389,14.77,Z,14.85,N,14,"1,056",21.34%,86.57%,,
,,1,376,20.40%,87.50%,26.41,X,26.78,X,18 AUG 23,390,15.09,Z,15.17,N,297,"3,394",21.22%,88.06%,,
,,<empty>,584,20.29%,89.07%,25.75,X,26.11,X,18 AUG 23,391,15.42,Z,15.50,N,22,465,21.11%,89.56%,,
,,<empty>,892,20.18%,90.66%,25.09,X,25.45,X,18 AUG 23,392,15.76,Z,15.84,N,10,336,21.00%,91.09%,,
,,1,908,20.06%,92.27%,24.43,X,24.79,X,18 AUG 23,393,16.10,Z,16.18,N,19,599,20.89%,92.63%,,
,,4,598,19.95%,93.91%,23.79,X,24.14,X,18 AUG 23,394,16.45,Z,16.54,N,14,518,20.78%,94.20%,,
,,752,807,19.81%,95.57%,23.24,E,23.37,E,18 AUG 23,395,16.81,Z,16.89,N,10,"1,377",20.67%,95.79%,,
,,359,803,19.69%,97.25%,22.60,Z,22.73,N,18 AUG 23,396,17.17,Z,17.26,N,37,765,20.55%,97.39%,,
,,309,"2,896",19.57%,98.96%,21.97,Z,22.10,N,18 AUG 23,397,17.55,Z,17.63,N,12,980,20.44%,99.02%,,
,,109,"1,134",19.46%,99.37%,21.35,E,21.48,E,18 AUG 23,398,17.93,Z,18.01,N,12,"1,338",20.33%,99.40%,,
,,36,"1,386",19.34%,97.80%,20.73,Z,20.86,N,18 AUG 23,399,18.32,Z,18.40,N,37,"1,058",20.22%,97.88%,,
,,80,"1,773",19.22%,96.22%,20.12,N,20.25,Z,18 AUG 23,400,18.71,E,18.80,N,304,"2,902",20.11%,96.35%,,
,,2,"1,802",19.10%,94.62%,19.52,Z,19.65,N,18 AUG 23,401,19.12,Z,19.20,N,87,"1,942",20.00%,94.81%,,
,,9,498,18.98%,93.00%,18.93,E,19.06,N,18 AUG 23,402,19.53,E,19.61,N,36,"1,582",19.88%,93.26%,,
,,9,971,18.86%,91.38%,18.34,Z,18.47,N,18 AUG 23,403,19.95,Z,20.04,Z,3,856,19.78%,91.70%,,
,,51,"2,518",18.74%,89.74%,17.76,Z,17.89,N,18 AUG 23,404,20.38,Z,20.47,N,2,722,19.66%,90.13%,,
,,17,"1,725",18.62%,88.09%,17.19,Z,17.32,N,18 AUG 23,405,20.82,Z,20.90,N,38,"2,151",19.55%,88.55%,,
,,9,411,18.50%,86.43%,16.63,E,16.76,N,18 AUG 23,406,21.26,E,21.35,N,<empty>,856,19.44%,86.97%,,
,,9,667,18.37%,84.75%,16.07,N,16.20,N,18 AUG 23,407,21.72,Z,21.81,N,<empty>,"1,568",19.33%,85.37%,,
,,9,"3,091",18.25%,83.07%,15.53,E,15.65,N,18 AUG 23,408,22.19,Z,22.28,N,<empty>,"3,460",19.22%,83.77%,,
,,9,"2,501",18.14%,81.38%,14.99,E,15.12,N,18 AUG 23,409,22.67,E,22.76,N,<empty>,"1,056",19.12%,82.17%,,
,,21,702,18.02%,79.68%,14.46,N,14.59,N,18 AUG 23,410,23.16,Z,23.24,N,7,"1,800",19.01%,80.55%,,
,,11,346,17.89%,77.97%,13.94,N,14.07,N,18 AUG 23,411,23.50,X,23.91,X,<empty>,448,18.91%,78.94%,,
,,9,235,17.77%,76.25%,13.43,N,13.56,N,18 AUG 23,412,24.01,X,24.42,X,<empty>,"5,215",18.80%,77.32%,,
,,9,681,17.66%,74.52%,12.93,N,13.06,N,18 AUG 23,413,24.53,X,24.94,X,<empty>,"1,866",18.70%,75.69%,,
,,9,534,17.54%,72.79%,12.44,E,12.56,N,18 AUG 23,414,25.06,X,25.48,X,<empty>,107,18.60%,74.07%,,
,,151,"1,279",17.42%,71.06%,11.96,E,12.08,N,18 AUG 23,415,25.60,X,26.03,X,<empty>,243,18.50%,72.44%,,
,,126,251,17.30%,69.32%,11.49,E,11.61,N,18 AUG 23,416,26.15,X,26.59,X,2,"3,061",18.40%,70.82%,,
,,110,576,17.19%,67.58%,11.03,E,11.15,N,18 AUG 23,417,26.72,X,27.17,X,<empty>,"1,456",18.32%,69.20%,,
,,208,"1,345",17.07%,65.84%,10.58,E,10.70,N,18 AUG 23,418,27.30,X,27.75,X,<empty>,508,18.22%,67.58%,,
,,239,525,16.96%,64.09%,10.14,E,10.26,N,18 AUG 23,419,27.89,X,28.35,X,<empty>,286,18.13%,65.97%,,
,,252,"1,416",16.84%,62.35%,9.71,E,9.83,N,18 AUG 23,420,28.49,X,28.97,X,<empty>,138,18.05%,64.37%,,
,,66,925,16.73%,60.61%,9.29,E,9.41,N,18 AUG 23,421,29.11,X,29.59,X,<empty>,243,17.96%,62.78%,,
,,149,195,16.63%,58.90%,8.89,N,9.01,N,18 AUG 23,422,29.74,X,30.24,X,<empty>,472,17.89%,61.21%,,

15 SEP 23  (170)  100
,,Volume,Open.Int,Impl Vol,Prob.Touch,BID,BX,ASK,AX,Exp,Strike,BID,BX,ASK,AX,Volume,Open.Int,Impl Vol,Prob.Touch,,
,,<empty>,1,22.45%,67.12%,40.99,X,41.43,X,15 SEP 23,373,11.87,Z,11.95,Z,2,271,23.06%,68.07%,,
,,<empty>,2,22.35%,68.26%,40.25,X,40.69,X,15 SEP 23,374,12.11,E,12.19,N,<empty>,123,22.96%,69.18%,,
,,25,437,22.25%,69.41%,39.51,X,39.94,X,15 SEP 23,375,12.36,E,12.44,N,89,"10,565",22.86%,70.31%,,
,,1,1,22.13%,70.56%,38.77,X,39.20,X,15 SEP 23,376,12.61,N,12.69,N,4,179,22.75%,71.45%,,
,,<empty>,5,22.03%,71.74%,38.04,X,38.46,X,15 SEP 23,377,12.87,E,12.95,N,251,532,22.65%,72.61%,,
,,<empty>,334,21.92%,72.94%,37.31,X,37.73,X,15 SEP 23,378,13.13,E,13.21,N,22,87,22.55%,73.78%,,
,,<empty>,2,21.82%,74.16%,36.59,X,37.00,X,15 SEP 23,379,13.40,Z,13.48,N,3,352,22.45%,74.97%,,
,,3,"1,040",21.71%,75.39%,35.87,X,36.28,X,15 SEP 23,380,13.67,E,13.75,N,"1,108","24,144",22.34%,76.18%,,
,,<empty>,335,21.61%,76.64%,35.15,X,35.56,X,15 SEP 23,381,13.95,Z,14.03,N,41,395,22.24%,77.40%,,
,,<empty>,33,21.50%,77.91%,34.44,X,34.85,X,15 SEP 23,382,14.23,Z,14.31,N,80,132,22.14%,78.63%,,
,,<empty>,41,21.39%,79.19%,33.74,X,34.14,X,15 SEP 23,383,14.51,N,14.60,N,35,69,22.03%,79.88%,,
,,<empty>,17,21.28%,80.49%,33.04,X,33.43,X,15 SEP 23,384,14.80,E,14.89,N,343,105,21.93%,81.15%,,
,,5,"2,937",21.17%,81.80%,32.34,X,32.73,X,15 SEP 23,385,15.10,E,15.18,N,"1,771","15,824",21.82%,82.43%,,
,,<empty>,4,21.07%,83.14%,31.65,X,32.04,X,15 SEP 23,386,15.40,E,15.48,N,1,245,21.72%,83.72%,,
,,<empty>,"1,003",20.95%,84.49%,30.96,X,31.34,X,15 SEP 23,387,15.71,Z,15.79,N,141,204,21.61%,85.04%,,
,,2,350,20.84%,85.86%,30.28,X,30.66,X,15 SEP 23,388,16.02,Z,16.10,N,49,835,21.50%,86.37%,,
,,3,"1,220",20.73%,87.25%,29.60,X,29.98,X,15 SEP 23,389,16.33,Z,16.42,N,440,934,21.39%,87.71%,,
,,3,"5,339",20.62%,88.66%,28.93,X,29.30,X,15 SEP 23,390,16.66,Z,16.74,N,389,"20,952",21.29%,89.08%,,
,,<empty>,"1,627",20.50%,90.08%,28.26,X,28.63,X,15 SEP 23,391,16.99,E,17.07,N,259,"1,353",21.18%,90.46%,,
,,<empty>,"1,062",20.38%,91.53%,27.59,X,27.96,X,15 SEP 23,392,17.32,E,17.41,N,130,"6,686",21.08%,91.86%,,
,,4,"1,292",20.27%,92.99%,26.94,X,27.30,X,15 SEP 23,393,17.66,E,17.75,N,86,"1,736",20.97%,93.27%,,
,,2,280,20.16%,94.48%,26.29,X,26.65,X,15 SEP 23,394,18.01,E,18.09,N,58,"1,094",20.86%,94.70%,,
,,51,"3,997",20.05%,95.99%,25.64,X,26.00,X,15 SEP 23,395,18.36,E,18.45,N,349,"8,735",20.75%,96.15%,,
,,10,"1,116",19.93%,97.51%,25.00,X,25.36,X,15 SEP 23,396,18.72,E,18.81,N,95,"1,450",20.64%,97.62%,,
,,3,"1,793",19.82%,99.06%,24.37,X,24.72,X,15 SEP 23,397,19.09,E,19.18,N,177,"1,120",20.54%,99.10%,,
,,1,618,19.70%,99.44%,23.74,X,24.09,X,15 SEP 23,398,19.46,N,19.55,N,44,"1,329",20.42%,99.45%,,
,,10,"2,554",19.58%,98.02%,23.11,X,23.46,X,15 SEP 23,399,19.85,E,19.94,X,29,"3,980",20.32%,98.08%,,
,,9,"15,125",19.44%,96.59%,22.54,W,22.74,X,15 SEP 23,400,20.12,X,20.46,X,130,"26,820",20.22%,96.69%,,
,,3,"1,346",19.35%,95.15%,21.89,X,22.23,X,15 SEP 23,401,20.51,X,20.86,X,3,430,20.11%,95.30%,,
,,<empty>,"2,059",19.23%,93.70%,21.29,X,21.63,X,15 SEP 23,402,20.91,X,21.27,X,<empty>,635,20.01%,93.90%,,
,,<empty>,"2,685",19.12%,92.24%,20.69,X,21.03,X,15 SEP 23,403,21.32,X,21.68,X,4,375,19.90%,92.48%,,
,,3,"2,745",19.00%,90.77%,20.10,X,20.44,X,15 SEP 23,404,21.74,X,22.11,X,<empty>,342,19.79%,91.07%,,
,,2,"9,128",18.88%,89.29%,19.52,X,19.85,X,15 SEP 23,405,22.17,X,22.54,X,309,"6,742",19.69%,89.64%,,
,,14,"2,618",18.77%,87.80%,18.95,X,19.28,X,15 SEP 23,406,22.60,X,22.98,X,65,335,19.58%,88.21%,,
,,19,"3,382",18.65%,86.30%,18.38,X,18.71,X,15 SEP 23,407,23.05,X,23.42,X,<empty>,"2,229",19.48%,86.76%,,
,,2,"6,544",18.53%,84.78%,17.82,X,18.14,X,15 SEP 23,408,23.50,X,23.88,X,<empty>,"3,239",19.38%,85.32%,,
,,"2,007","9,304",18.38%,83.24%,17.30,X,17.49,X,15 SEP 23,409,23.96,X,24.35,X,65,276,19.27%,83.86%,,
,,"3,654","15,829",18.27%,81.71%,16.76,X,16.95,X,15 SEP 23,410,24.43,X,24.82,X,82,"3,546",19.17%,82.40%,,
,,420,"5,578",18.20%,80.22%,16.30,N,16.44,N,15 SEP 23,411,24.91,X,25.31,X,3,925,19.07%,80.94%,,
,,432,"5,708",18.09%,78.68%,15.78,E,15.91,N,15 SEP 23,412,25.40,X,25.81,X,<empty>,651,18.97%,79.47%,,
,,169,"2,535",17.97%,77.13%,15.26,E,15.39,N,15 SEP 23,413,25.90,X,26.31,X,<empty>,0,18.87%,78.00%,,
,,4,"1,418",17.86%,75.57%,14.75,E,14.88,E,15 SEP 23,414,26.41,X,26.83,X,<empty>,7,18.77%,76.52%,,
,,34,"9,595",17.73%,73.99%,14.23,E,14.36,N,15 SEP 23,415,26.93,X,27.36,X,5,"5,151",18.67%,75.05%,,
,,44,"3,056",17.63%,72.44%,13.75,E,13.88,N,15 SEP 23,416,27.46,X,27.89,X,<empty>,0,18.57%,73.56%,,
,,62,"5,657",17.53%,70.88%,13.27,E,13.40,N,15 SEP 23,417,28.01,X,28.44,X,<empty>,1,18.48%,72.09%,,
,,41,"5,859",17.42%,69.31%,12.80,E,12.93,N,15 SEP 23,418,28.56,X,29.00,X,<empty>,0,18.39%,70.61%,,
,,<empty>,"7,581",17.31%,67.75%,12.34,N,12.47,N,15 SEP 23,419,29.13,X,29.58,X,<empty>,1,18.30%,69.15%,,
,,73,"33,292",17.18%,66.13%,11.88,E,11.96,X,15 SEP 23,420,29.70,X,30.16,X,6,"2,005",18.21%,67.67%,,
,,2,246,17.08%,64.57%,11.42,N,11.55,N,15 SEP 23,421,30.29,X,30.76,X,<empty>,1,18.13%,66.21%,,
,,2,270,16.98%,63.01%,10.99,N,11.12,N,15 SEP 23,422,30.89,X,31.37,X,1,1,18.04%,64.74%,,

29 SEP 23  (184)  100 (Quarterlys)
,,Volume,Open.Int,Impl Vol,Prob.Touch,BID,BX,ASK,AX,Exp,Strike,BID,BX,ASK,AX,Volume,Open.Int,Impl Vol,Prob.Touch,,
,,<empty>,24,22.13%,67.78%,41.73,X,42.27,X,29 SEP 23,373,12.62,C,12.85,C,10,98,23.19%,69.40%,,
,,<empty>,11,22.04%,68.91%,41.01,M,41.53,X,29 SEP 23,374,12.87,C,13.10,C,<empty>,166,23.09%,70.48%,,
,,<empty>,357,21.94%,70.05%,40.28,M,40.79,X,29 SEP 23,375,13.12,C,13.25,N,8,"1,187",22.94%,71.49%,,
,,<empty>,14,21.85%,71.20%,39.55,M,40.06,X,29 SEP 23,376,13.38,C,13.62,C,<empty>,197,22.90%,72.68%,,
,,<empty>,68,21.74%,72.36%,38.82,M,39.33,X,29 SEP 23,377,13.63,C,13.88,C,<empty>,222,22.79%,73.78%,,
,,<empty>,6,21.66%,73.56%,38.13,M,38.60,X,29 SEP 23,378,13.90,C,14.14,C,<empty>,371,22.69%,74.91%,,
,,<empty>,36,21.57%,74.76%,37.42,M,37.88,X,29 SEP 23,379,14.17,C,14.41,C,1,229,22.59%,76.06%,,
,,<empty>,712,21.46%,75.97%,36.70,M,37.16,X,29 SEP 23,380,14.44,C,14.69,C,28,"1,698",22.49%,77.22%,,
,,2,11,21.36%,77.19%,35.99,M,36.45,X,29 SEP 23,381,14.72,C,14.97,C,<empty>,337,22.39%,78.39%,,
,,<empty>,11,21.26%,78.44%,35.28,M,35.74,X,29 SEP 23,382,15.00,C,15.25,C,<empty>,79,22.28%,79.57%,,
,,<empty>,8,21.16%,79.69%,34.58,M,35.04,X,29 SEP 23,383,15.29,C,15.54,C,<empty>,44,22.18%,80.77%,,
,,2,29,21.06%,80.97%,33.89,M,34.33,X,29 SEP 23,384,15.59,C,15.84,C,<empty>,86,22.09%,81.99%,,
,,<empty>,125,20.95%,82.25%,33.19,M,33.64,X,29 SEP 23,385,15.88,C,16.13,C,7,791,21.98%,83.21%,,
,,<empty>,7,20.84%,83.55%,32.47,M,32.95,X,29 SEP 23,386,16.18,C,16.44,C,<empty>,269,21.87%,84.45%,,
,,1,5,20.73%,84.87%,31.79,M,32.26,X,29 SEP 23,387,16.49,C,16.74,C,<empty>,73,21.77%,85.71%,,
,,<empty>,8,20.63%,86.21%,31.11,M,31.58,X,29 SEP 23,388,16.80,C,17.06,C,<empty>,52,21.66%,86.99%,,
,,2,13,20.52%,87.57%,30.44,M,30.90,X,29 SEP 23,389,17.12,C,17.38,C,1,48,21.56%,88.28%,,
,,3,"1,001",20.41%,88.94%,29.76,M,30.23,X,29 SEP 23,390,17.44,C,17.70,C,65,"1,675",21.45%,89.58%,,
,,1,175,20.31%,90.33%,29.10,M,29.56,X,29 SEP 23,391,17.77,C,18.03,C,7,157,21.35%,90.90%,,
,,2,31,20.20%,91.75%,28.44,X,28.90,X,29 SEP 23,392,18.11,C,18.36,C,1,212,21.24%,92.23%,,
,,<empty>,163,20.09%,93.18%,27.79,M,28.24,X,29 SEP 23,393,18.45,C,18.71,C,14,64,21.14%,93.58%,,
,,<empty>,187,20.00%,94.63%,27.17,M,27.59,X,29 SEP 23,394,18.80,C,19.06,C,<empty>,82,21.04%,94.95%,,
,,2,636,19.88%,96.09%,26.50,M,26.95,X,29 SEP 23,395,19.14,C,19.41,C,196,838,20.92%,96.33%,,
,,2,153,19.77%,97.58%,25.86,M,26.31,X,29 SEP 23,396,19.50,C,19.76,C,26,251,20.81%,97.73%,,
,,<empty>,86,19.66%,99.09%,25.23,M,25.67,X,29 SEP 23,397,19.87,C,20.13,C,5,339,20.71%,99.14%,,
,,<empty>,226,19.56%,99.46%,24.63,M,25.04,X,29 SEP 23,398,20.25,C,20.51,C,48,301,20.61%,99.48%,,
,,6,852,19.32%,96.71%,23.44,Z,23.71,Z,29 SEP 23,400,21.01,C,21.27,C,22,"1,446",20.40%,96.85%,,
,,50,186,18.78%,89.68%,20.39,M,20.82,X,29 SEP 23,405,22.93,X,23.39,X,1,499,19.85%,90.12%,,
,,62,"1,389",18.22%,82.42%,17.59,X,18.00,X,29 SEP 23,410,25.16,X,25.65,X,20,"1,099",19.34%,83.23%,,
,,"3,578",299,17.67%,74.97%,15.09,X,15.26,X,29 SEP 23,415,27.62,X,28.14,X,12,128,18.85%,76.22%,,
,,9,"1,355",17.08%,67.32%,12.59,X,12.81,P,29 SEP 23,420,30.33,X,30.88,X,<empty>,285,18.39%,69.17%,,
,,52,"1,163",16.64%,59.86%,10.44,N,10.78,C,29 SEP 23,425,33.32,X,33.91,X,<empty>,120,17.97%,62.19%,,
,,45,"1,802",16.19%,52.45%,8.57,C,8.84,C,29 SEP 23,430,36.62,X,37.26,X,3,284,17.63%,55.44%,,
,,4,110,15.74%,45.24%,6.89,C,7.15,C,29 SEP 23,435,40.25,X,40.95,X,2,240,17.40%,49.12%,,
,,27,"1,320",15.30%,38.34%,5.41,D,5.70,C,29 SEP 23,440,44.24,X,45.03,X,<empty>,214,17.37%,43.58%,,
,,<empty>,"4,613",14.93%,32.04%,4.22,D,4.49,C,29 SEP 23,445,48.80,N,49.54,X,<empty>,53,17.84%,39.65%,,
,,7,"6,134",14.62%,26.39%,3.24,D,3.51,X,29 SEP 23,450,53.53,B,54.54,B,<empty>,21,18.74%,37.12%,,
,,<empty>,"2,203",14.33%,21.36%,2.50,N,2.65,X,29 SEP 23,455,58.53,B,59.54,B,<empty>,32,19.81%,35.33%,,
,,10,"1,367",14.14%,17.23%,1.91,N,2.04,X,29 SEP 23,460,63.53,B,64.54,B,<empty>,1,20.86%,33.72%,,
,,<empty>,874,14.00%,13.77%,1.45,X,1.57,N,29 SEP 23,465,68.53,B,69.54,B,<empty>,4,21.88%,32.28%,,
,,14,"1,382",13.92%,11.02%,1.11,X,1.22,N,29 SEP 23,470,73.53,B,74.54,B,<empty>,2,22.89%,30.98%,,
,,10,"1,051",13.90%,8.82%,.86,X,.95,N,29 SEP 23,475,78.53,B,79.54,B,<empty>,0,23.87%,29.81%,,
,,109,339,13.95%,7.12%,.69,N,.74,X,29 SEP 23,480,83.52,B,84.54,B,<empty>,1,24.82%,28.72%,,
,,<empty>,304,14.02%,5.77%,.53,N,.61,X,29 SEP 23,485,88.52,B,89.54,B,<empty>,0,25.77%,27.74%,,
,,5,506,14.08%,4.64%,.42,X,.48,X,29 SEP 23,490,93.52,B,94.54,B,<empty>,0,26.71%,26.85%,,
,,100,128,14.17%,3.76%,.33,X,.39,C,29 SEP 23,495,98.52,B,99.54,B,<empty>,0,27.64%,26.03%,,
,,<empty>,"2,548",14.31%,3.10%,.27,N,.32,Z,29 SEP 23,500,103.52,B,104.54,B,<empty>,2,28.55%,25.28%,,
,,<empty>,67,14.39%,2.50%,.21,X,.26,X,29 SEP 23,505,108.52,B,109.54,B,<empty>,0,29.46%,24.59%,,
,,<empty>,"1,297",14.51%,2.03%,.17,X,.21,X,29 SEP 23,510,113.52,B,114.54,B,<empty>,0,30.36%,23.96%,,
,,<empty>,"7,902",14.69%,1.71%,.14,Z,.18,X,29 SEP 23,515,118.52,B,119.54,B,<empty>,4,31.26%,23.37%,,

20 OCT 23  (205)  100
,,Volume,Open.Int,Impl Vol,Prob.Touch,BID,BX,ASK,AX,Exp,Strike,BID,BX,ASK,AX,Volume,Open.Int,Impl Vol,Prob.Touch,,
,,<empty>,0,30.68%,11.58%,127.32,X,128.46,X,20 OCT 23,275,2.27,X,2.36,I,2,32,33.95%,16.01%,,
,,<empty>,20,30.19%,12.79%,122.63,X,123.77,X,20 OCT 23,280,2.47,C,2.55,I,6,45,33.25%,17.18%,,
,,<empty>,0,29.69%,14.12%,117.97,X,119.09,X,20 OCT 23,285,2.68,X,2.77,N,6,95,32.57%,18.46%,,
,,<empty>,0,29.20%,15.56%,113.33,X,114.43,X,20 OCT 23,290,2.91,X,3.01,Z,1,39,31.90%,19.84%,,
,,<empty>,0,28.71%,17.13%,108.71,B,109.80,X,20 OCT 23,295,3.18,C,3.27,I,<empty>,73,31.27%,21.38%,,
,,<empty>,4,28.25%,18.89%,104.13,B,105.20,X,20 OCT 23,300,3.48,I,3.57,I,"1,008",517,30.66%,23.07%,,
,,<empty>,0,27.79%,20.79%,99.58,B,100.63,X,20 OCT 23,305,3.80,I,3.92,C,1,166,30.08%,24.93%,,
,,<empty>,1,27.33%,22.88%,95.06,B,96.10,X,20 OCT 23,310,4.16,I,4.28,C,77,372,29.49%,26.91%,,
,,<empty>,1,26.88%,25.14%,90.59,B,91.60,X,20 OCT 23,315,4.53,C,4.68,C,14,68,28.89%,29.02%,,
,,<empty>,3,26.46%,27.64%,86.16,B,87.16,X,20 OCT 23,320,4.99,I,5.13,C,97,"2,819",28.36%,31.41%,,
,,<empty>,0,26.04%,30.36%,81.79,X,82.76,X,20 OCT 23,325,5.48,I,5.63,C,9,"2,585",27.82%,33.97%,,
,,<empty>,4,25.63%,33.31%,77.47,X,78.42,X,20 OCT 23,330,6.01,C,6.14,C,59,332,27.26%,36.66%,,
,,<empty>,0,25.24%,36.52%,73.22,X,74.14,X,20 OCT 23,335,6.61,C,6.75,C,109,200,26.75%,39.67%,,
,,<empty>,3,24.85%,39.98%,69.03,X,69.93,X,20 OCT 23,340,7.29,I,7.42,H,"1,016",108,26.26%,42.92%,,
,,<empty>,7,24.46%,43.69%,64.91,X,65.78,X,20 OCT 23,345,8.05,C,8.22,C,31,929,25.83%,46.52%,,
,,6,44,24.06%,47.65%,60.86,X,61.70,X,20 OCT 23,350,8.85,C,8.98,C,94,"4,521",25.32%,50.19%,,
,,<empty>,180,23.81%,52.17%,57.12,A,57.70,E,20 OCT 23,355,9.74,C,9.88,X,138,"2,927",24.86%,54.20%,,
,,48,261,23.39%,56.62%,53.21,E,53.77,X,20 OCT 23,360,10.72,C,10.86,C,95,263,24.40%,58.49%,,
,,4,511,22.95%,61.34%,49.38,A,49.92,X,20 OCT 23,365,11.78,C,11.99,C,7,"2,736",23.97%,63.09%,,
,,606,226,22.52%,66.36%,45.64,E,46.15,C,20 OCT 23,370,12.92,C,13.14,C,26,669,23.49%,67.90%,,
,,4,23,22.06%,71.68%,41.97,A,42.49,X,20 OCT 23,375,14.17,C,14.40,C,28,"1,218",23.02%,73.01%,,
,,3,"1,888",21.60%,77.31%,38.40,E,38.91,X,20 OCT 23,380,15.51,C,15.74,C,173,957,22.53%,78.40%,,
,,1,216,21.11%,83.28%,34.92,E,35.42,E,20 OCT 23,385,16.97,C,17.21,C,32,335,22.05%,84.11%,,
,,<empty>,75,20.62%,89.62%,31.55,E,32.05,E,20 OCT 23,390,18.54,C,18.78,C,61,"4,077",21.54%,90.15%,,
,,5,116,20.10%,96.34%,28.29,E,28.78,E,20 OCT 23,395,20.25,C,20.49,C,162,581,21.03%,96.54%,,
,,241,390,19.47%,96.91%,25.10,W,25.45,W,20 OCT 23,400,22.10,C,22.35,C,7,433,20.53%,97.04%,,
,,110,206,18.98%,90.34%,22.06,N,22.59,Z,20 OCT 23,405,23.90,X,24.51,X,1,149,19.98%,90.72%,,
,,233,314,18.49%,83.58%,19.33,X,19.74,Z,20 OCT 23,410,26.09,X,26.73,M,26,56,19.48%,84.24%,,
,,"2,315",343,17.96%,76.64%,16.77,C,16.98,X,20 OCT 23,415,28.50,X,29.15,A,32,957,18.99%,77.65%,,
,,383,"1,847",17.40%,69.53%,14.18,C,14.53,C,20 OCT 23,420,31.14,X,31.89,X,1,229,18.56%,71.04%,,
,,189,210,16.91%,62.44%,11.95,C,12.28,X,20 OCT 23,425,34.04,X,34.83,X,11,4,18.14%,64.43%,,
,,143,"3,183",16.44%,55.40%,9.93,C,10.26,C,20 OCT 23,430,37.22,X,38.05,X,6,368,17.77%,57.95%,,
,,10,153,16.00%,48.51%,8.14,C,8.45,I,20 OCT 23,435,40.72,X,41.59,X,1,207,17.48%,51.78%,,
,,53,692,15.58%,41.90%,6.58,C,6.88,C,20 OCT 23,440,44.55,X,45.49,X,4,79,17.33%,46.14%,,
,,41,41,15.18%,35.63%,5.24,C,5.50,I,20 OCT 23,445,48.75,X,49.78,X,7,98,17.44%,41.43%,,
,,4,"1,063",14.84%,29.91%,4.13,C,4.36,C,20 OCT 23,450,53.44,B,54.64,B,<empty>,44,18.18%,38.57%,,
,,79,110,14.53%,24.75%,3.21,C,3.42,I,20 OCT 23,455,58.44,B,59.63,B,<empty>,0,19.20%,36.72%,,
,,5,"1,073",14.34%,20.41%,2.54,I,2.67,C,20 OCT 23,460,63.44,B,64.63,B,<empty>,1,20.21%,35.08%,,
,,7,"1,899",14.13%,16.57%,1.95,X,2.08,I,20 OCT 23,465,68.44,B,69.63,B,<empty>,0,21.19%,33.60%,,
,,2,13,14.01%,13.44%,1.51,X,1.63,C,20 OCT 23,470,73.44,B,74.64,B,5,0,22.17%,32.28%,,
,,<empty>,76,13.94%,10.89%,1.18,X,1.28,C,20 OCT 23,475,78.44,B,79.64,B,<empty>,0,23.11%,31.07%,,
,,1,337,13.92%,8.83%,.93,Z,1.01,C,20 OCT 23,480,83.43,B,84.64,B,<empty>,0,24.03%,29.95%,,
,,<empty>,12,13.95%,7.21%,.74,N,.81,C,20 OCT 23,485,88.43,B,89.64,B,<empty>,0,24.94%,28.94%,,
,,<empty>,103,13.99%,5.88%,.59,X,.65,C,20 OCT 23,490,93.43,B,94.64,B,<empty>,0,25.84%,28.02%,,
